id	cui	judgment	target	weight	source	label	query	why
portal_03_asthma_old_heart_failure	C2825142	disallowed	-2	3	patient_portal_disallowed		Patient portal message: My after visit note says asthma exacerbation with wheezing and increased work of breathing, and it lists albuterol and systemic corticosteroids. My portal still shows old heart failure with reduced ejection fraction and prior furosemide from another visit. I am not sure which diagnosis I should use for follow-up.	Active asthma concepts first; old cardiac history lower; meta uncertainty suppressed.
portal_03_asthma_old_heart_failure	C3263700	disallowed	-2	3	patient_portal_disallowed		Patient portal message: My after visit note says asthma exacerbation with wheezing and increased work of breathing, and it lists albuterol and systemic corticosteroids. My portal still shows old heart failure with reduced ejection fraction and prior furosemide from another visit. I am not sure which diagnosis I should use for follow-up.	Active asthma concepts first; old cardiac history lower; meta uncertainty suppressed.
portal_03_asthma_old_heart_failure	C3844332	disallowed	-2	3	patient_portal_disallowed		Patient portal message: My after visit note says asthma exacerbation with wheezing and increased work of breathing, and it lists albuterol and systemic corticosteroids. My portal still shows old heart failure with reduced ejection fraction and prior furosemide from another visit. I am not sure which diagnosis I should use for follow-up.	Active asthma concepts first; old cardiac history lower; meta uncertainty suppressed.
portal_03_asthma_old_heart_failure	NEW3560835	context_expected	1.5	2	patient_portal_context		Patient portal message: My after visit note says asthma exacerbation with wheezing and increased work of breathing, and it lists albuterol and systemic corticosteroids. My portal still shows old heart failure with reduced ejection fraction and prior furosemide from another visit. I am not sure which diagnosis I should use for follow-up.	Active asthma concepts first; old cardiac history lower; meta uncertainty suppressed.
portal_04_abdominal_pain_old_afib	C0003611	active_expected	3	4	patient_portal_active		Patient portal message: I came in with right lower quadrant pain, fever, and leukocytosis, and the CT abdomen said appendicitis. The plan mentions laparoscopic appendectomy. My portal also shows old atrial fibrillation, an old electrocardiogram result, and metoprolol from another visit. I do not want to confuse the old history with the current surgical problem.	Active appendicitis concepts first; old rhythm history lower; meta wording suppressed.
portal_04_abdominal_pain_old_afib	C0003615	active_expected	3	4	patient_portal_active		Patient portal message: I came in with right lower quadrant pain, fever, and leukocytosis, and the CT abdomen said appendicitis. The plan mentions laparoscopic appendectomy. My portal also shows old atrial fibrillation, an old electrocardiogram result, and metoprolol from another visit. I do not want to confuse the old history with the current surgical problem.	Active appendicitis concepts first; old rhythm history lower; meta wording suppressed.
portal_04_abdominal_pain_old_afib	C0004238	context_expected	1.5	2	patient_portal_context		Patient portal message: I came in with right lower quadrant pain, fever, and leukocytosis, and the CT abdomen said appendicitis. The plan mentions laparoscopic appendectomy. My portal also shows old atrial fibrillation, an old electrocardiogram result, and metoprolol from another visit. I do not want to confuse the old history with the current surgical problem.	Active appendicitis concepts first; old rhythm history lower; meta wording suppressed.
portal_04_abdominal_pain_old_afib	C0025859	context_expected	1.5	2	patient_portal_context		Patient portal message: I came in with right lower quadrant pain, fever, and leukocytosis, and the CT abdomen said appendicitis. The plan mentions laparoscopic appendectomy. My portal also shows old atrial fibrillation, an old electrocardiogram result, and metoprolol from another visit. I do not want to confuse the old history with the current surgical problem.	Active appendicitis concepts first; old rhythm history lower; meta wording suppressed.
portal_04_abdominal_pain_old_afib	C0412620	active_expected	3	4	patient_portal_active		Patient portal message: I came in with right lower quadrant pain, fever, and leukocytosis, and the CT abdomen said appendicitis. The plan mentions laparoscopic appendectomy. My portal also shows old atrial fibrillation, an old electrocardiogram result, and metoprolol from another visit. I do not want to confuse the old history with the current surgical problem.	Active appendicitis concepts first; old rhythm history lower; meta wording suppressed.
portal_04_abdominal_pain_old_afib	C0694551	active_expected	3	4	patient_portal_active		Patient portal message: I came in with right lower quadrant pain, fever, and leukocytosis, and the CT abdomen said appendicitis. The plan mentions laparoscopic appendectomy. My portal also shows old atrial fibrillation, an old electrocardiogram result, and metoprolol from another visit. I do not want to confuse the old history with the current surgical problem.	Active appendicitis concepts first; old rhythm history lower; meta wording suppressed.
portal_04_abdominal_pain_old_afib	C0750426	active_expected	3	4	patient_portal_active		Patient portal message: I came in with right lower quadrant pain, fever, and leukocytosis, and the CT abdomen said appendicitis. The plan mentions laparoscopic appendectomy. My portal also shows old atrial fibrillation, an old electrocardiogram result, and metoprolol from another visit. I do not want to confuse the old history with the current surgical problem.	Active appendicitis concepts first; old rhythm history lower; meta wording suppressed.
portal_04_abdominal_pain_old_afib	C1410088	disallowed	-2	3	patient_portal_disallowed		Patient portal message: I came in with right lower quadrant pain, fever, and leukocytosis, and the CT abdomen said appendicitis. The plan mentions laparoscopic appendectomy. My portal also shows old atrial fibrillation, an old electrocardiogram result, and metoprolol from another visit. I do not want to confuse the old history with the current surgical problem.	Active appendicitis concepts first; old rhythm history lower; meta wording suppressed.
portal_04_abdominal_pain_old_afib	C2825142	disallowed	-2	3	patient_portal_disallowed		Patient portal message: I came in with right lower quadrant pain, fever, and leukocytosis, and the CT abdomen said appendicitis. The plan mentions laparoscopic appendectomy. My portal also shows old atrial fibrillation, an old electrocardiogram result, and metoprolol from another visit. I do not want to confuse the old history with the current surgical problem.	Active appendicitis concepts first; old rhythm history lower; meta wording suppressed.
portal_04_abdominal_pain_old_afib	C3263700	disallowed	-2	3	patient_portal_disallowed		Patient portal message: I came in with right lower quadrant pain, fever, and leukocytosis, and the CT abdomen said appendicitis. The plan mentions laparoscopic appendectomy. My portal also shows old atrial fibrillation, an old electrocardiogram result, and metoprolol from another visit. I do not want to confuse the old history with the current surgical problem.	Active appendicitis concepts first; old rhythm history lower; meta wording suppressed.
portal_04_abdominal_pain_old_afib	C3840725	disallowed	-2	3	patient_portal_disallowed		Patient portal message: I came in with right lower quadrant pain, fever, and leukocytosis, and the CT abdomen said appendicitis. The plan mentions laparoscopic appendectomy. My portal also shows old atrial fibrillation, an old electrocardiogram result, and metoprolol from another visit. I do not want to confuse the old history with the current surgical problem.	Active appendicitis concepts first; old rhythm history lower; meta wording suppressed.
portal_05_preeclampsia_old_migraine	C0018681	active_expected	3	4	patient_portal_active		Patient portal message: The note says I am 34 weeks pregnant with severe hypertension, headache, and proteinuria, and obstetrics diagnosed preeclampsia with severe features. It also mentions magnesium sulfate. My portal still lists old migraine medication and an old head CT result from a prior visit. I am worried about which diagnosis matters now.	Active obstetric hypertension first; old migraine lower; worry/result words suppressed.
portal_05_preeclampsia_old_migraine	C0024480	active_expected	3	4	patient_portal_active		Patient portal message: The note says I am 34 weeks pregnant with severe hypertension, headache, and proteinuria, and obstetrics diagnosed preeclampsia with severe features. It also mentions magnesium sulfate. My portal still lists old migraine medication and an old head CT result from a prior visit. I am worried about which diagnosis matters now.	Active obstetric hypertension first; old migraine lower; worry/result words suppressed.
portal_05_preeclampsia_old_migraine	C0032914	active_expected	3	4	patient_portal_active		Patient portal message: The note says I am 34 weeks pregnant with severe hypertension, headache, and proteinuria, and obstetrics diagnosed preeclampsia with severe features. It also mentions magnesium sulfate. My portal still lists old migraine medication and an old head CT result from a prior visit. I am worried about which diagnosis matters now.	Active obstetric hypertension first; old migraine lower; worry/result words suppressed.
portal_05_preeclampsia_old_migraine	C0033687	active_expected	3	4	patient_portal_active		Patient portal message: The note says I am 34 weeks pregnant with severe hypertension, headache, and proteinuria, and obstetrics diagnosed preeclampsia with severe features. It also mentions magnesium sulfate. My portal still lists old migraine medication and an old head CT result from a prior visit. I am worried about which diagnosis matters now.	Active obstetric hypertension first; old migraine lower; worry/result words suppressed.
portal_05_preeclampsia_old_migraine	C0149931	context_expected	1.5	2	patient_portal_context		Patient portal message: The note says I am 34 weeks pregnant with severe hypertension, headache, and proteinuria, and obstetrics diagnosed preeclampsia with severe features. It also mentions magnesium sulfate. My portal still lists old migraine medication and an old head CT result from a prior visit. I am worried about which diagnosis matters now.	Active obstetric hypertension first; old migraine lower; worry/result words suppressed.
portal_05_preeclampsia_old_migraine	C0233481	disallowed	-2	3	patient_portal_disallowed		Patient portal message: The note says I am 34 weeks pregnant with severe hypertension, headache, and proteinuria, and obstetrics diagnosed preeclampsia with severe features. It also mentions magnesium sulfate. My portal still lists old migraine medication and an old head CT result from a prior visit. I am worried about which diagnosis matters now.	Active obstetric hypertension first; old migraine lower; worry/result words suppressed.
portal_05_preeclampsia_old_migraine	C0259787	active_expected	3	4	patient_portal_active		Patient portal message: The note says I am 34 weeks pregnant with severe hypertension, headache, and proteinuria, and obstetrics diagnosed preeclampsia with severe features. It also mentions magnesium sulfate. My portal still lists old migraine medication and an old head CT result from a prior visit. I am worried about which diagnosis matters now.	Active obstetric hypertension first; old migraine lower; worry/result words suppressed.
portal_05_preeclampsia_old_migraine	C1410088	disallowed	-2	3	patient_portal_disallowed		Patient portal message: The note says I am 34 weeks pregnant with severe hypertension, headache, and proteinuria, and obstetrics diagnosed preeclampsia with severe features. It also mentions magnesium sulfate. My portal still lists old migraine medication and an old head CT result from a prior visit. I am worried about which diagnosis matters now.	Active obstetric hypertension first; old migraine lower; worry/result words suppressed.
portal_05_preeclampsia_old_migraine	C2825142	disallowed	-2	3	patient_portal_disallowed		Patient portal message: The note says I am 34 weeks pregnant with severe hypertension, headache, and proteinuria, and obstetrics diagnosed preeclampsia with severe features. It also mentions magnesium sulfate. My portal still lists old migraine medication and an old head CT result from a prior visit. I am worried about which diagnosis matters now.	Active obstetric hypertension first; old migraine lower; worry/result words suppressed.
portal_05_preeclampsia_old_migraine	C3263700	disallowed	-2	3	patient_portal_disallowed		Patient portal message: The note says I am 34 weeks pregnant with severe hypertension, headache, and proteinuria, and obstetrics diagnosed preeclampsia with severe features. It also mentions magnesium sulfate. My portal still lists old migraine medication and an old head CT result from a prior visit. I am worried about which diagnosis matters now.	Active obstetric hypertension first; old migraine lower; worry/result words suppressed.
portal_05_preeclampsia_old_migraine	C4013784	active_expected	3	4	patient_portal_active		Patient portal message: The note says I am 34 weeks pregnant with severe hypertension, headache, and proteinuria, and obstetrics diagnosed preeclampsia with severe features. It also mentions magnesium sulfate. My portal still lists old migraine medication and an old head CT result from a prior visit. I am worried about which diagnosis matters now.	Active obstetric hypertension first; old migraine lower; worry/result words suppressed.
portal_06_pyelo_old_kidney_stone	C0007561	active_expected	3	4	patient_portal_active		Patient portal message: My visit summary says fever, dysuria, flank pain, nitrites, pyuria, urine culture with E coli, and acute pyelonephritis treated with ceftriaxone. My problem list still shows an older kidney stone and old tamsulosin from another visit. Can you explain which words I should use when I call?	Active urinary infection first; old stone medication context lower; meta instructions suppressed.
portal_06_pyelo_old_kidney_stone	C0013428	active_expected	3	4	patient_portal_active		Patient portal message: My visit summary says fever, dysuria, flank pain, nitrites, pyuria, urine culture with E coli, and acute pyelonephritis treated with ceftriaxone. My problem list still shows an older kidney stone and old tamsulosin from another visit. Can you explain which words I should use when I call?	Active urinary infection first; old stone medication context lower; meta instructions suppressed.
portal_06_pyelo_old_kidney_stone	C0014834	active_expected	3	4	patient_portal_active		Patient portal message: My visit summary says fever, dysuria, flank pain, nitrites, pyuria, urine culture with E coli, and acute pyelonephritis treated with ceftriaxone. My problem list still shows an older kidney stone and old tamsulosin from another visit. Can you explain which words I should use when I call?	Active urinary infection first; old stone medication context lower; meta instructions suppressed.
portal_06_pyelo_old_kidney_stone	C0015967	active_expected	3	4	patient_portal_active		Patient portal message: My visit summary says fever, dysuria, flank pain, nitrites, pyuria, urine culture with E coli, and acute pyelonephritis treated with ceftriaxone. My problem list still shows an older kidney stone and old tamsulosin from another visit. Can you explain which words I should use when I call?	Active urinary infection first; old stone medication context lower; meta instructions suppressed.
portal_06_pyelo_old_kidney_stone	C0016199	active_expected	3	4	patient_portal_active		Patient portal message: My visit summary says fever, dysuria, flank pain, nitrites, pyuria, urine culture with E coli, and acute pyelonephritis treated with ceftriaxone. My problem list still shows an older kidney stone and old tamsulosin from another visit. Can you explain which words I should use when I call?	Active urinary infection first; old stone medication context lower; meta instructions suppressed.
portal_06_pyelo_old_kidney_stone	C0257343	context_expected	1.5	2	patient_portal_context		Patient portal message: My visit summary says fever, dysuria, flank pain, nitrites, pyuria, urine culture with E coli, and acute pyelonephritis treated with ceftriaxone. My problem list still shows an older kidney stone and old tamsulosin from another visit. Can you explain which words I should use when I call?	Active urinary infection first; old stone medication context lower; meta instructions suppressed.
portal_06_pyelo_old_kidney_stone	C0392525	context_expected	1.5	2	patient_portal_context		Patient portal message: My visit summary says fever, dysuria, flank pain, nitrites, pyuria, urine culture with E coli, and acute pyelonephritis treated with ceftriaxone. My problem list still shows an older kidney stone and old tamsulosin from another visit. Can you explain which words I should use when I call?	Active urinary infection first; old stone medication context lower; meta instructions suppressed.
portal_06_pyelo_old_kidney_stone	C0430404	active_expected	3	4	patient_portal_active		Patient portal message: My visit summary says fever, dysuria, flank pain, nitrites, pyuria, urine culture with E coli, and acute pyelonephritis treated with ceftriaxone. My problem list still shows an older kidney stone and old tamsulosin from another visit. Can you explain which words I should use when I call?	Active urinary infection first; old stone medication context lower; meta instructions suppressed.
portal_06_pyelo_old_kidney_stone	C0520575	active_expected	3	4	patient_portal_active		Patient portal message: My visit summary says fever, dysuria, flank pain, nitrites, pyuria, urine culture with E coli, and acute pyelonephritis treated with ceftriaxone. My problem list still shows an older kidney stone and old tamsulosin from another visit. Can you explain which words I should use when I call?	Active urinary infection first; old stone medication context lower; meta instructions suppressed.
portal_06_pyelo_old_kidney_stone	C1410088	disallowed	-2	3	patient_portal_disallowed		Patient portal message: My visit summary says fever, dysuria, flank pain, nitrites, pyuria, urine culture with E coli, and acute pyelonephritis treated with ceftriaxone. My problem list still shows an older kidney stone and old tamsulosin from another visit. Can you explain which words I should use when I call?	Active urinary infection first; old stone medication context lower; meta instructions suppressed.
portal_06_pyelo_old_kidney_stone	C2825142	disallowed	-2	3	patient_portal_disallowed		Patient portal message: My visit summary says fever, dysuria, flank pain, nitrites, pyuria, urine culture with E coli, and acute pyelonephritis treated with ceftriaxone. My problem list still shows an older kidney stone and old tamsulosin from another visit. Can you explain which words I should use when I call?	Active urinary infection first; old stone medication context lower; meta instructions suppressed.
portal_06_pyelo_old_kidney_stone	C3263700	disallowed	-2	3	patient_portal_disallowed		Patient portal message: My visit summary says fever, dysuria, flank pain, nitrites, pyuria, urine culture with E coli, and acute pyelonephritis treated with ceftriaxone. My problem list still shows an older kidney stone and old tamsulosin from another visit. Can you explain which words I should use when I call?	Active urinary infection first; old stone medication context lower; meta instructions suppressed.
portal_06_pyelo_old_kidney_stone	C3844332	disallowed	-2	3	patient_portal_disallowed		Patient portal message: My visit summary says fever, dysuria, flank pain, nitrites, pyuria, urine culture with E coli, and acute pyelonephritis treated with ceftriaxone. My problem list still shows an older kidney stone and old tamsulosin from another visit. Can you explain which words I should use when I call?	Active urinary infection first; old stone medication context lower; meta instructions suppressed.
portal_07_dvt_old_ecg	C0004238	context_expected	1.5	2	patient_portal_context		Patient portal message: I am reading the emergency note. It says calf swelling, elevated D-dimer, venous duplex ultrasound, acute deep vein thrombosis, apixaban, and pulmonary embolism symptoms to watch for. The portal also still shows an old electrocardiogram result and older atrial fibrillation from another visit. I am not sure what to schedule for.	Active clot concepts first; old ECG/rhythm context lower; meta uncertainty suppressed.
portal_07_dvt_old_ecg	C0034065	active_expected	3	4	patient_portal_active		Patient portal message: I am reading the emergency note. It says calf swelling, elevated D-dimer, venous duplex ultrasound, acute deep vein thrombosis, apixaban, and pulmonary embolism symptoms to watch for. The portal also still shows an old electrocardiogram result and older atrial fibrillation from another visit. I am not sure what to schedule for.	Active clot concepts first; old ECG/rhythm context lower; meta uncertainty suppressed.
portal_07_dvt_old_ecg	C0149871	active_expected	3	4	patient_portal_active		Patient portal message: I am reading the emergency note. It says calf swelling, elevated D-dimer, venous duplex ultrasound, acute deep vein thrombosis, apixaban, and pulmonary embolism symptoms to watch for. The portal also still shows an old electrocardiogram result and older atrial fibrillation from another visit. I am not sure what to schedule for.	Active clot concepts first; old ECG/rhythm context lower; meta uncertainty suppressed.
portal_07_dvt_old_ecg	C0242845	active_expected	3	4	patient_portal_active		Patient portal message: I am reading the emergency note. It says calf swelling, elevated D-dimer, venous duplex ultrasound, acute deep vein thrombosis, apixaban, and pulmonary embolism symptoms to watch for. The portal also still shows an old electrocardiogram result and older atrial fibrillation from another visit. I am not sure what to schedule for.	Active clot concepts first; old ECG/rhythm context lower; meta uncertainty suppressed.
portal_07_dvt_old_ecg	C0742969	active_expected	3	4	patient_portal_active		Patient portal message: I am reading the emergency note. It says calf swelling, elevated D-dimer, venous duplex ultrasound, acute deep vein thrombosis, apixaban, and pulmonary embolism symptoms to watch for. The portal also still shows an old electrocardiogram result and older atrial fibrillation from another visit. I am not sure what to schedule for.	Active clot concepts first; old ECG/rhythm context lower; meta uncertainty suppressed.
portal_07_dvt_old_ecg	C1410088	disallowed	-2	3	patient_portal_disallowed		Patient portal message: I am reading the emergency note. It says calf swelling, elevated D-dimer, venous duplex ultrasound, acute deep vein thrombosis, apixaban, and pulmonary embolism symptoms to watch for. The portal also still shows an old electrocardiogram result and older atrial fibrillation from another visit. I am not sure what to schedule for.	Active clot concepts first; old ECG/rhythm context lower; meta uncertainty suppressed.
portal_07_dvt_old_ecg	C1831808	active_expected	3	4	patient_portal_active		Patient portal message: I am reading the emergency note. It says calf swelling, elevated D-dimer, venous duplex ultrasound, acute deep vein thrombosis, apixaban, and pulmonary embolism symptoms to watch for. The portal also still shows an old electrocardiogram result and older atrial fibrillation from another visit. I am not sure what to schedule for.	Active clot concepts first; old ECG/rhythm context lower; meta uncertainty suppressed.
portal_07_dvt_old_ecg	C2825142	disallowed	-2	3	patient_portal_disallowed		Patient portal message: I am reading the emergency note. It says calf swelling, elevated D-dimer, venous duplex ultrasound, acute deep vein thrombosis, apixaban, and pulmonary embolism symptoms to watch for. The portal also still shows an old electrocardiogram result and older atrial fibrillation from another visit. I am not sure what to schedule for.	Active clot concepts first; old ECG/rhythm context lower; meta uncertainty suppressed.
portal_07_dvt_old_ecg	C3263700	disallowed	-2	3	patient_portal_disallowed		Patient portal message: I am reading the emergency note. It says calf swelling, elevated D-dimer, venous duplex ultrasound, acute deep vein thrombosis, apixaban, and pulmonary embolism symptoms to watch for. The portal also still shows an old electrocardiogram result and older atrial fibrillation from another visit. I am not sure what to schedule for.	Active clot concepts first; old ECG/rhythm context lower; meta uncertainty suppressed.
portal_07_dvt_old_ecg	C3844332	disallowed	-2	3	patient_portal_disallowed		Patient portal message: I am reading the emergency note. It says calf swelling, elevated D-dimer, venous duplex ultrasound, acute deep vein thrombosis, apixaban, and pulmonary embolism symptoms to watch for. The portal also still shows an old electrocardiogram result and older atrial fibrillation from another visit. I am not sure what to schedule for.	Active clot concepts first; old ECG/rhythm context lower; meta uncertainty suppressed.
portal_07_dvt_old_ecg	NEW4840890	active_expected	3	4	patient_portal_active		Patient portal message: I am reading the emergency note. It says calf swelling, elevated D-dimer, venous duplex ultrasound, acute deep vein thrombosis, apixaban, and pulmonary embolism symptoms to watch for. The portal also still shows an old electrocardiogram result and older atrial fibrillation from another visit. I am not sure what to schedule for.	Active clot concepts first; old ECG/rhythm context lower; meta uncertainty suppressed.
portal_08_migraine_old_depression	C0027497	active_expected	3	4	patient_portal_active		Patient portal message: My note says recurrent migraine with photophobia, nausea, unilateral headache, and sumatriptan for the acute attack. It also still lists old depression, PHQ-9, and sertraline from another visit. I am confused about which problem is current and what to tell scheduling.	Active migraine concepts first; old behavioral health history lower; confusion/scheduling meta suppressed.
portal_08_migraine_old_depression	C0074393	context_expected	1.5	2	patient_portal_context		Patient portal message: My note says recurrent migraine with photophobia, nausea, unilateral headache, and sumatriptan for the acute attack. It also still lists old depression, PHQ-9, and sertraline from another visit. I am confused about which problem is current and what to tell scheduling.	Active migraine concepts first; old behavioral health history lower; confusion/scheduling meta suppressed.
portal_08_migraine_old_depression	C0075632	active_expected	3	4	patient_portal_active		Patient portal message: My note says recurrent migraine with photophobia, nausea, unilateral headache, and sumatriptan for the acute attack. It also still lists old depression, PHQ-9, and sertraline from another visit. I am confused about which problem is current and what to tell scheduling.	Active migraine concepts first; old behavioral health history lower; confusion/scheduling meta suppressed.
portal_08_migraine_old_depression	C0085636	active_expected	3	4	patient_portal_active		Patient portal message: My note says recurrent migraine with photophobia, nausea, unilateral headache, and sumatriptan for the acute attack. It also still lists old depression, PHQ-9, and sertraline from another visit. I am confused about which problem is current and what to tell scheduling.	Active migraine concepts first; old behavioral health history lower; confusion/scheduling meta suppressed.
portal_08_migraine_old_depression	C0149931	active_expected	3	4	patient_portal_active		Patient portal message: My note says recurrent migraine with photophobia, nausea, unilateral headache, and sumatriptan for the acute attack. It also still lists old depression, PHQ-9, and sertraline from another visit. I am confused about which problem is current and what to tell scheduling.	Active migraine concepts first; old behavioral health history lower; confusion/scheduling meta suppressed.
portal_08_migraine_old_depression	C0202691	active_expected	3	4	patient_portal_active		Patient portal message: My note says recurrent migraine with photophobia, nausea, unilateral headache, and sumatriptan for the acute attack. It also still lists old depression, PHQ-9, and sertraline from another visit. I am confused about which problem is current and what to tell scheduling.	Active migraine concepts first; old behavioral health history lower; confusion/scheduling meta suppressed.
portal_08_migraine_old_depression	C1269683	context_expected	1.5	2	patient_portal_context		Patient portal message: My note says recurrent migraine with photophobia, nausea, unilateral headache, and sumatriptan for the acute attack. It also still lists old depression, PHQ-9, and sertraline from another visit. I am confused about which problem is current and what to tell scheduling.	Active migraine concepts first; old behavioral health history lower; confusion/scheduling meta suppressed.
portal_08_migraine_old_depression	C1410088	disallowed	-2	3	patient_portal_disallowed		Patient portal message: My note says recurrent migraine with photophobia, nausea, unilateral headache, and sumatriptan for the acute attack. It also still lists old depression, PHQ-9, and sertraline from another visit. I am confused about which problem is current and what to tell scheduling.	Active migraine concepts first; old behavioral health history lower; confusion/scheduling meta suppressed.
portal_08_migraine_old_depression	C2825142	disallowed	-2	3	patient_portal_disallowed		Patient portal message: My note says recurrent migraine with photophobia, nausea, unilateral headache, and sumatriptan for the acute attack. It also still lists old depression, PHQ-9, and sertraline from another visit. I am confused about which problem is current and what to tell scheduling.	Active migraine concepts first; old behavioral health history lower; confusion/scheduling meta suppressed.
portal_08_migraine_old_depression	C3263700	disallowed	-2	3	patient_portal_disallowed		Patient portal message: My note says recurrent migraine with photophobia, nausea, unilateral headache, and sumatriptan for the acute attack. It also still lists old depression, PHQ-9, and sertraline from another visit. I am confused about which problem is current and what to tell scheduling.	Active migraine concepts first; old behavioral health history lower; confusion/scheduling meta suppressed.
portal_08_migraine_old_depression	C3840725	disallowed	-2	3	patient_portal_disallowed		Patient portal message: My note says recurrent migraine with photophobia, nausea, unilateral headache, and sumatriptan for the acute attack. It also still lists old depression, PHQ-9, and sertraline from another visit. I am confused about which problem is current and what to tell scheduling.	Active migraine concepts first; old behavioral health history lower; confusion/scheduling meta suppressed.
portal_09_wound_infection_old_anticoag	C0014591	context_expected	1.5	2	patient_portal_context		Patient portal message: The wound care note says sacral pressure ulcer with necrotic tissue and surrounding erythema, and it mentions wound debridement and pressure offloading. My portal still shows older warfarin, supratherapeutic INR, and epistaxis from the anticoagulation clinic. I do not know if that old result affects the wound plan.	Active wound-care concepts first; old anticoagulation history lower; result/meta words suppressed.
portal_09_wound_infection_old_anticoag	C0043031	context_expected	1.5	2	patient_portal_context		Patient portal message: The wound care note says sacral pressure ulcer with necrotic tissue and surrounding erythema, and it mentions wound debridement and pressure offloading. My portal still shows older warfarin, supratherapeutic INR, and epistaxis from the anticoagulation clinic. I do not know if that old result affects the wound plan.	Active wound-care concepts first; old anticoagulation history lower; result/meta words suppressed.
portal_09_wound_infection_old_anticoag	C0191342	active_expected	3	4	patient_portal_active		Patient portal message: The wound care note says sacral pressure ulcer with necrotic tissue and surrounding erythema, and it mentions wound debridement and pressure offloading. My portal still shows older warfarin, supratherapeutic INR, and epistaxis from the anticoagulation clinic. I do not know if that old result affects the wound plan.	Active wound-care concepts first; old anticoagulation history lower; result/meta words suppressed.
portal_09_wound_infection_old_anticoag	C0748470	active_expected	3	4	patient_portal_active		Patient portal message: The wound care note says sacral pressure ulcer with necrotic tissue and surrounding erythema, and it mentions wound debridement and pressure offloading. My portal still shows older warfarin, supratherapeutic INR, and epistaxis from the anticoagulation clinic. I do not know if that old result affects the wound plan.	Active wound-care concepts first; old anticoagulation history lower; result/meta words suppressed.
portal_09_wound_infection_old_anticoag	C1410088	disallowed	-2	3	patient_portal_disallowed		Patient portal message: The wound care note says sacral pressure ulcer with necrotic tissue and surrounding erythema, and it mentions wound debridement and pressure offloading. My portal still shows older warfarin, supratherapeutic INR, and epistaxis from the anticoagulation clinic. I do not know if that old result affects the wound plan.	Active wound-care concepts first; old anticoagulation history lower; result/meta words suppressed.
portal_09_wound_infection_old_anticoag	C2825142	disallowed	-2	3	patient_portal_disallowed		Patient portal message: The wound care note says sacral pressure ulcer with necrotic tissue and surrounding erythema, and it mentions wound debridement and pressure offloading. My portal still shows older warfarin, supratherapeutic INR, and epistaxis from the anticoagulation clinic. I do not know if that old result affects the wound plan.	Active wound-care concepts first; old anticoagulation history lower; result/meta words suppressed.
portal_09_wound_infection_old_anticoag	C3263700	disallowed	-2	3	patient_portal_disallowed		Patient portal message: The wound care note says sacral pressure ulcer with necrotic tissue and surrounding erythema, and it mentions wound debridement and pressure offloading. My portal still shows older warfarin, supratherapeutic INR, and epistaxis from the anticoagulation clinic. I do not know if that old result affects the wound plan.	Active wound-care concepts first; old anticoagulation history lower; result/meta words suppressed.
portal_09_wound_infection_old_anticoag	C3840725	disallowed	-2	3	patient_portal_disallowed		Patient portal message: The wound care note says sacral pressure ulcer with necrotic tissue and surrounding erythema, and it mentions wound debridement and pressure offloading. My portal still shows older warfarin, supratherapeutic INR, and epistaxis from the anticoagulation clinic. I do not know if that old result affects the wound plan.	Active wound-care concepts first; old anticoagulation history lower; result/meta words suppressed.
portal_09_wound_infection_old_anticoag	C4049341	context_expected	1.5	2	patient_portal_context		Patient portal message: The wound care note says sacral pressure ulcer with necrotic tissue and surrounding erythema, and it mentions wound debridement and pressure offloading. My portal still shows older warfarin, supratherapeutic INR, and epistaxis from the anticoagulation clinic. I do not know if that old result affects the wound plan.	Active wound-care concepts first; old anticoagulation history lower; result/meta words suppressed.
portal_09_wound_infection_old_anticoag	C4554531	active_expected	3	4	patient_portal_active		Patient portal message: The wound care note says sacral pressure ulcer with necrotic tissue and surrounding erythema, and it mentions wound debridement and pressure offloading. My portal still shows older warfarin, supratherapeutic INR, and epistaxis from the anticoagulation clinic. I do not know if that old result affects the wound plan.	Active wound-care concepts first; old anticoagulation history lower; result/meta words suppressed.
portal_10_copd_old_sleep_apnea	C0013404	active_expected	3	4	patient_portal_active		Patient portal message: The summary says COPD exacerbation with worsening dyspnea and wheezing after a viral illness, and it lists prednisone, azithromycin, spirometry history, and low oxygen saturation. My portal also shows old obstructive sleep apnea and CPAP from another visit. I am not sure which diagnosis to use.	Active pulmonary exacerbation first; old sleep history lower; meta uncertainty suppressed.
portal_10_copd_old_sleep_apnea	C0024117	active_expected	3	4	patient_portal_active		Patient portal message: The summary says COPD exacerbation with worsening dyspnea and wheezing after a viral illness, and it lists prednisone, azithromycin, spirometry history, and low oxygen saturation. My portal also shows old obstructive sleep apnea and CPAP from another visit. I am not sure which diagnosis to use.	Active pulmonary exacerbation first; old sleep history lower; meta uncertainty suppressed.
portal_10_copd_old_sleep_apnea	C0032952	active_expected	3	4	patient_portal_active		Patient portal message: The summary says COPD exacerbation with worsening dyspnea and wheezing after a viral illness, and it lists prednisone, azithromycin, spirometry history, and low oxygen saturation. My portal also shows old obstructive sleep apnea and CPAP from another visit. I am not sure which diagnosis to use.	Active pulmonary exacerbation first; old sleep history lower; meta uncertainty suppressed.
